timestamp,name,value
2024-07-14 16:35:25.213773,test_accuracy,81.92
2024-07-14 16:35:25.213780,test_accuracy,40.96
2024-07-14 16:35:25.213781,test_accuracy,27.30666666666667
2024-07-14 16:35:25.213782,test_accuracy,20.48
2024-07-14 16:35:25.213783,test_accuracy,16.384
